likes,age,themes,has_question,text
30,3 years ago,benefit_recovery|benefit_joints,0,"I am on 2 months on NMN and Resavertrol and i must say it has helped me from devastated chronic low back pain above 10 on the pain scale! I am alot better now in running which i could not run anymore. I was bed ridden! I have nothing to lose, I will continue to take them."
30,3 years ago,just_take_niacin|nmn_vs_nr_nad|timing_protocol|safety_side_fx|authority_trust|benefit_energy|benefit_skin_hair,0,"The benefit of the NMN/NR/NAD+ supplement I take, over the NR supplement I’ve compared it to, is that I feel more energetic and have massively greater exercise endurance. For example, I’m ordinarily too tired to exercise at all, yet on the combined supplement (which I also take with re rest of Sinclair’s stack) I was able to stand and shovel heavy gravel of 8 hours straight the other day, with only a couple of brief breaks to eat and hydrate, and even afterwards, didn’t feel the need to sit down. And I see massive improvements in HRV. I’m similarly testing Niacin, which also shows improved HRV, but makes my skin burn and itch to the point of distraction, so I can only take it at night, missing the exercise benefit. It’s the microbiome that is the missing conversion pathway by the way. I take akkermansia, and eat a whole food vegan diet, which is critical in the conversion pathway. The microbes that convert NAD+ require exercise and fiber to propagate."
30,2 years ago,price_value,0,"Thanks for this, Dr Brad!  I only wish I'd seen it before I blew $75 on NMN last week 😔."
29,4 months ago,just_take_niacin|cancer_risk|benefit_skin_hair,0,I changed to niacin years ago.  I have photo damaged skin.  It reduces the amount of pre skin cancer by 50 percent and skin cancer by 25%.
29,3 years ago (edited),just_take_niacin|benefit_energy,0,"Thank you for the explanation in the video. It is informative. For those who prefer chemical names rather than just abbreviations :- NMN = niacinamide ( aka nicotinamide ) mononucleotide is a vitamin B3 variant > small enough for transport into cell where it is converted into the bigger NAD+ = niacinamide ( aka nicotinamide ) adenine dinucleotide, which is the actively usable derivative involved in mitochondria within cells to generate energy (Adenosine Triphosphate ATP). Ageing  > decline in NAD+ > decline in cellular energy production > deficiency in repairs."
29,2 years ago,just_take_niacin|benefit_energy|benefit_recovery,0,"I found NMN useful in removing age related fatigue. I also found adding B3 to a carb loaded Creatine had the same effect which shouldn’t be a surprise as NMN is a combination of B3, sugar and Phosphate. It is definitely doing something for me and has been life changing in that I now have the energy to train and the gym after working all day."
29,4 years ago,authority_trust,0,"The brand I've been using for 12 months is top of the list showing as ND. Obviously, I'm annoyed now knowing I've been likely ripped off. And not knowing what I've been taking is somewhat worrying too. I hope that this is taken to the relevant authorities and action, criminal if need be, is taken. Thanks, Doc for the heads up on this. We all need to be more vigilant and careful, there are scammers everywhere it seems"
29,2 years ago,,0,I took for over a year and I still have no clue if it makes any difference.
28,7 months ago,,0,"Thanks Brad, We are lucky to have you around."
28,3 years ago,benefit_energy,0,Just started taking NMN and the energy and mood improvements is unreal. Especially after trying over 100+ supplements
27,4 months ago,,0,"I'm still taking MNM but data over the last few years, as you stated, is telling me it's a waste.  Wow and thanks."
27,7 months ago,dose|safety_side_fx,0,"I have been taking 1000mg and 30mg of Glutathione for 9 months. I had a fatty liver for 10 years, had an ultra sound last month and its gone. Its the only thing i changed."
27,7 months ago,tmg_methyl|placebo|evidence_studies|benefit_energy|benefit_recovery,0,"I been taking NMN for the last 3 years and the first year I have a sustained boost in my energy level, especially as someone who works overnight. A year later I heard about TMG and take it on and off. I used to take a whole day to rest to recover from work and the first 1 month after NMN, I had energy to do all my errands. Placebo or not, I'm still going to take it. Placebos is not nothing as the sickcare system tries to portray. I like to see all sides but you do have a financial incentive to downplay NMN. So I'm skeptical of what you are saying and will be looking into who is financing these new studies too. I hope others will do the same."
27,7 months ago (edited),nmn_vs_nr_nad|tmg_methyl,0,"Haha, at the end of the video, I got it. This doc was selling his TMG formula while keep saying no evidence of NAD+ precursors (if using alone, i.e., single-ingredient). Nowadays,  NR and NMN may bring you multi-ingredient formula with senolytics , etc. He should be re-educated and take a look at the work of the Global Health Span Extension Consortium."
27,3 years ago,,0,"I love your unbiased analysis on NMN and the research done. Thankyou!  I will say I take it with other supplements.  I don't care about living longer, I just want to feel better.  I am 63 and have had a number of heart attacks due to a fairly large hole in my heart which I have had since birth.  NMN helps me feel better.  However, after watching this presentation, I am considering trying niacinamide instead.  If I get the same results I will stick to it."
26,4 months ago,just_take_niacin|dose|authority_trust,0,"Saw Sinclair on a podcast recently where he revealed, along with his daily dose of NMN, he takes very high doses of vit B3 - now we know why, & that he too knows he's selling snake oil. Thanks for the update, Doc"
26,7 months ago (edited),evidence_studies|benefit_cognition,0,"Thank you for posting ""negative"" study results (null hypothesis validated). The positive results bias in research is depressing. Your focusing on what DOESN'T works leads us to know what actually could work. Please, please do more of these!"
26,7 months ago (edited),just_take_niacin|price_value,0,"Post 2020 the biggest secret is nicotinic acid, aka flush niacin, for NAD+ production.  And it's way cheaper too."
26,2 years ago,benefit_sleep,0,"Nice analysis. Would be cool to see you interview Bryan Johnson - Blueprint, or at least go over his protocol including his diet, exercise, sleep and supplements, or maybe a video on each category. Need more rational doctors giving a breakdown of it."
26,3 years ago (edited),authority_trust,0,"💪 Join Patreon for early access to my videos, the '5-Years Younger' online course, & Discord chat: https://www.patreon.com/bradstanfieldmd"
